BaseType,Initial_Weight_g,AfterBlend_Weight_g,AfterHeating_Weight_g,Heating_Temperature_C,AfterCompression_Weight_g,Heating_time,Pan_type,Blending_time,Blender_power_W,mixer_speed,ph,moisture,Compression_Pressure_psi
Pomegranate peel,63.52,58.97,28.63,89.08,26.71,15.6,Iron ,28.73,366.86,2.12,4.47,L2,"
"
Pomegranate peel,60.68,56.19,30.59,99.14,25.1,15.75,Iron ,30.48,368.86,2.15,4.7,L2,"
"
Pomegranate peel,60.85,54.77,31.75,94.0,26.96,15.9,Iron ,31.14,359.05,1.87,5.11,L2,"
"
Pomegranate peel,72.91,69.68,35.35,94.76,32.78,17.23,Iron,37.24,404.41,3.0,4.49,L2,"
"
Pomegranate peel,63.92,61.34,28.62,101.07,28.72,14.44,Iron ,27.7,327.38,2.16,4.5,L2,"
"
Pomegranate peel,71.04,66.92,37.82,95.02,31.08,17.66,Iron,36.01,350.11,3.11,4.51,L2,"
"
Pomegranate peel,75.82,77.45,34.71,95.71,33.2,17.99,Iron,35.55,404.56,3.02,4.72,L2,"
"
Pomegranate peel,55.93,54.7,29.43,100.51,25.2,13.9,Iron ,28.37,326.49,2.04,4.96,L2,"
"
Pomegranate peel,61.13,53.22,31.93,101.99,24.84,15.97,Iron ,28.11,340.35,2.12,5.13,L2,"
"
Pomegranate peel,64.37,56.77,29.14,101.75,27.3,16.17,Iron ,27.66,374.54,1.97,4.69,L2,"
"
Pomegranate peel,80.67,73.23,36.06,94.28,32.29,18.12,Iron,34.2,393.98,3.1,4.64,L2,"
"
Pomegranate peel,61.69,60.49,29.77,92.07,26.42,14.28,Iron ,32.25,362.0,2.01,5.05,L2,"
"
Pomegranate peel,61.76,54.94,28.41,97.36,28.5,15.08,Iron ,31.69,323.5,1.97,4.57,L2,"
"
Pomegranate peel,56.48,60.82,28.1,92.38,25.85,13.96,Iron ,28.94,336.53,2.12,4.94,L2,"
"
Pomegranate peel,69.37,75.75,37.74,100.55,35.63,19.19,Iron,33.96,392.75,2.89,4.48,L2,"
"
Pomegranate peel,61.18,59.99,32.05,101.24,26.58,16.0,Iron ,30.0,332.95,1.87,4.75,L2,"
"
Pomegranate peel,69.86,75.82,40.44,101.61,31.52,17.09,Iron,36.74,371.88,3.11,4.46,L2,"
"
Pomegranate peel,77.17,76.09,35.87,98.03,31.2,19.11,Iron,32.81,368.86,3.05,4.81,L2,"
"
Pomegranate peel,76.0,69.07,40.21,102.4,33.27,17.33,Iron,35.66,350.28,2.89,4.37,L2,"
"
Pomegranate peel,71.51,67.83,39.35,104.94,34.71,18.26,Iron,35.28,358.25,3.23,4.55,L2,"
"
Pomegranate peel,78.58,72.63,36.74,106.94,30.74,19.22,Iron,32.28,395.41,3.08,4.86,L2,"
"
Pomegranate peel,56.6,61.04,32.29,96.32,26.21,14.84,Iron ,31.22,332.74,2.15,4.57,L2,"
"
Pomegranate peel,69.35,75.03,40.43,97.68,30.69,19.15,Iron,34.67,376.84,2.97,4.36,L2,"
"
Pomegranate peel,60.65,59.44,30.33,88.16,27.8,15.39,Iron ,28.38,334.86,2.08,4.93,L2,"
"
Pomegranate peel,70.59,67.16,38.39,102.28,33.56,18.51,Iron,37.55,386.25,3.15,4.47,L2,"
"
Pomegranate peel,77.8,70.09,36.27,105.05,30.59,17.71,Iron,35.95,409.68,2.82,4.23,L2,"
"
Pomegranate peel,56.21,60.74,27.86,91.58,26.21,15.98,Iron ,30.61,372.35,2.03,5.01,L2,"
"
Pomegranate peel,69.0,76.97,34.87,107.26,33.42,18.53,Iron,35.67,377.15,2.84,4.42,L2,"
"
Pomegranate peel,72.0,72.59,35.48,94.33,32.83,18.56,Iron,34.06,386.56,3.18,4.81,L2,"
"
Pomegranate peel,56.92,59.66,28.39,95.18,26.37,14.6,Iron ,29.46,330.59,1.95,4.72,L2,"
"
Pomegranate peel,63.75,58.12,27.85,97.58,27.98,15.14,Iron ,29.89,322.63,1.95,4.81,L2,"
"
Potato,78.34,81.56,41.48,86.36,41.08,13.38,Iron ,34.44,423.31,2.14,6.8,L3,28
Potato,81.39,77.79,43.67,89.85,44.71,12.8,Iron ,37.62,408.29,1.93,6.68,L3,28
Potato,101.75,96.46,59.78,87.68,54.38,18.96,Iron ,48.17,445.28,2.99,6.54,L2,27
Potato,112.46,95.12,53.71,89.19,50.12,18.79,Iron ,42.55,442.46,3.19,6.57,L2,27
Potato,107.39,104.95,57.56,92.46,53.44,17.31,Iron ,46.53,416.19,3.1,6.5,L2,27
Potato,77.2,78.05,40.08,91.26,42.74,13.54,Iron ,33.99,410.07,1.9,6.16,L3,"
"
Potato,111.17,104.67,59.83,92.39,54.75,18.53,Iron ,44.13,472.99,3.17,6.35,L2,27
Potato,84.69,83.05,46.05,90.27,41.44,12.91,Iron ,34.88,430.63,2.15,6.18,L3,28
Potato,88.76,77.98,40.9,86.17,41.83,13.8,Iron ,33.24,427.72,2.04,6.99,L3,28
Potato,99.69,98.93,59.74,99.65,55.55,18.81,Iron ,45.2,474.85,3.06,6.52,L2,27
Potato,100.38,103.99,52.9,101.41,53.0,19.26,Iron ,44.67,464.84,3.03,6.63,L2,27
Potato,87.63,83.32,41.09,80.6,42.29,13.94,Iron ,34.2,387.89,1.99,6.73,L3,28
Potato,79.65,75.96,44.45,89.97,38.9,13.52,Iron ,37.71,413.72,1.94,6.61,L3,28
Potato,77.25,77.78,43.04,82.62,44.02,12.21,Iron ,32.53,409.81,1.85,6.23,L3,28
Potato,109.0,106.04,54.47,99.81,56.75,18.95,Iron ,43.14,431.75,3.03,6.76,L2,27
Potato,87.02,78.1,46.97,90.83,44.22,12.82,Iron ,34.66,427.94,1.89,6.9,L3,28
Potato,101.22,95.94,54.11,96.17,51.99,17.7,Iron ,43.06,441.19,3.14,7.05,L2,27
Potato,84.58,76.89,43.77,83.54,39.93,12.02,Iron ,34.12,412.15,2.13,6.38,L3,28
Potato,88.53,81.23,41.15,89.33,40.05,12.49,Iron ,34.97,411.25,2.07,6.61,L3,28
Potato,112.16,100.95,56.55,89.07,58.11,17.68,Iron ,47.47,469.6,2.97,6.78,L2,27
Potato,87.93,84.01,42.99,83.86,43.65,11.98,Iron ,32.42,392.98,1.95,7.08,L3,28
Potato,83.04,86.57,46.23,79.76,44.24,13.96,Iron ,33.63,411.07,1.93,6.43,L3,28
Potato,103.01,96.59,56.59,91.52,56.44,18.18,Iron ,48.34,456.7,2.97,7.03,L2,27
Potato,111.95,104.42,61.16,95.54,52.11,18.97,Iron ,46.58,463.35,3.19,6.28,L2,27
Potato,88.08,83.41,42.24,84.86,43.31,12.68,Iron ,34.44,432.74,2.11,6.78,L3,"
"
Potato,103.72,97.24,55.03,92.36,55.29,16.72,Iron ,42.94,453.79,2.84,6.98,L2,27
Potato,111.7,94.98,57.71,88.01,50.17,16.69,Iron ,42.19,439.68,2.97,6.37,L2,27
Potato,83.27,85.43,43.04,88.87,44.68,12.16,Iron ,32.28,399.18,1.93,6.26,L3,28
Potato,109.03,101.59,57.31,90.88,53.68,19.34,Iron ,43.28,436.47,3.21,7.32,L2,27
Potato,104.69,97.68,57.69,91.02,52.35,18.85,Iron ,41.95,445.07,3.09,7.18,L2,27
Potato,81.33,87.23,40.42,80.5,39.59,12.0,Iron ,34.62,418.4,2.06,6.95,L3,"
"
Potato,79.6,85.42,44.34,91.14,42.26,13.31,Iron ,32.94,452.76,1.84,6.46,L3,"
"
Potato,78.92,84.49,44.83,79.06,44.6,12.69,Iron ,34.57,435.06,2.08,6.32,L3,28
Potato,76.85,79.07,40.19,82.08,38.93,14.02,Iron ,35.98,401.57,1.98,7.01,L3,"
"
Potato,79.97,83.9,46.44,88.68,42.04,12.85,Iron ,34.07,421.39,1.93,6.99,L3,28
Potato,99.96,106.45,60.03,90.91,50.65,18.73,Iron ,42.9,466.1,3.11,6.95,L2,27
Potato,79.49,75.17,44.0,84.42,42.69,12.48,Iron ,35.04,407.82,1.85,6.57,L3,28
Potato,77.63,85.98,43.8,91.35,39.07,12.08,Iron ,33.55,415.91,2.14,7.1,L3,28
Potato,85.67,82.84,42.24,91.41,41.55,13.16,Iron ,36.09,387.36,2.06,6.74,L3,28
Potato,88.77,83.49,41.52,91.48,43.21,12.4,Iron ,37.29,411.74,2.13,6.17,L3,"
"
Potato,85.67,77.98,41.12,90.45,39.88,13.18,Iron ,32.4,424.87,1.85,6.17,L3,"
"
Potato,87.18,82.95,45.42,89.15,40.47,12.71,Iron ,37.58,422.66,2.14,7.01,L3,28
Potato,83.65,78.7,44.3,85.48,39.95,12.67,Iron ,37.1,387.76,2.02,6.57,L3,"
"
Potato,82.39,84.56,41.9,86.56,44.88,13.54,Iron ,36.51,390.52,2.09,6.2,L3,28
Potato,87.27,76.97,44.76,87.96,40.92,14.0,Iron ,37.78,436.26,2.12,6.32,L3,"
"
Potato,80.31,79.81,43.37,89.18,41.75,13.38,Iron ,37.28,404.73,2.14,7.06,L3,"
"
Potato,83.64,86.53,42.67,87.18,42.78,13.55,Iron ,34.96,430.59,1.89,6.91,L3,28
Potato,81.97,82.05,46.13,91.07,39.84,12.81,Iron ,33.38,398.68,2.0,7.02,L3,"
"
Potato,82.2,82.67,41.31,79.74,45.14,13.58,Iron ,36.66,448.66,2.13,6.58,L3,"
"
Potato,106.38,108.65,57.82,98.34,56.42,19.03,Iron ,41.4,454.77,3.18,7.29,L2,27
Potato,88.17,85.49,43.08,88.01,38.72,13.57,Iron ,36.6,397.86,2.03,6.15,L3,"
"
Potato,107.1,101.63,53.24,95.1,54.09,17.24,Iron ,43.11,474.38,3.2,6.34,L2,27
Potato,83.19,78.44,44.6,86.44,45.2,13.27,Iron ,36.14,394.84,1.97,6.72,L3,"
"
Potato,107.29,97.82,56.72,102.35,51.72,19.19,Iron ,47.23,484.3,3.22,6.82,L2,27
Potato,82.86,85.36,46.07,79.34,44.1,13.95,Iron ,34.92,412.35,1.89,6.48,L3,"
"
Potato,76.9,75.11,45.26,80.55,39.73,13.72,Iron ,37.55,444.24,2.1,6.25,L3,"
"
Potato,85.63,81.83,40.42,89.58,38.73,12.1,Iron ,33.03,431.61,2.12,6.97,L3,"
"
Potato,76.57,79.56,42.14,90.12,45.33,12.69,Iron ,32.98,449.84,2.12,6.35,L3,28
Potato,97.09,106.45,53.47,95.96,50.18,18.44,Iron ,42.18,470.66,3.1,6.68,L2,27
Potato,85.59,80.26,44.43,89.0,40.67,12.02,Iron ,36.5,399.37,2.05,6.24,L3,28
Potato,78.67,78.32,44.94,81.07,39.06,12.11,Iron ,37.64,414.68,2.0,6.84,L3,"
"
Potato,78.95,80.31,43.71,81.07,44.41,12.67,Iron ,34.01,416.83,2.0,6.91,L3,28
Potato,82.55,81.97,44.56,80.36,41.56,13.29,Iron ,35.18,410.88,2.09,6.57,L3,"
"
Potato,111.51,96.79,53.1,92.42,50.55,18.81,Iron ,42.97,449.2,3.11,6.28,L2,27
Potato,105.58,105.27,57.52,96.54,53.46,17.54,Iron ,47.7,482.57,2.88,6.89,L2,27
Potato,88.71,86.02,44.56,89.93,45.09,12.98,Iron ,34.75,391.84,2.03,6.76,L3,28
Potato,112.57,105.93,60.66,93.69,52.91,17.15,Iron ,43.02,478.15,2.86,7.26,L2,27
Potato,102.18,101.66,57.34,98.68,54.76,18.43,Iron ,46.14,459.83,2.87,7.04,L2,27
Potato,109.56,107.52,55.4,101.71,57.48,18.68,Iron ,47.5,459.72,2.79,6.77,L2,27
Potato,105.79,106.04,57.52,95.33,52.97,19.04,Iron ,42.53,450.16,2.84,6.72,L2,27
Potato,88.76,82.78,41.08,89.23,41.2,13.58,Iron ,33.94,401.75,2.12,6.86,L3,28
Potato,105.13,105.32,54.75,100.16,57.02,17.83,Iron ,41.41,416.21,3.08,7.11,L2,27
Potato,77.65,87.03,41.84,83.76,43.44,13.44,Iron ,34.0,451.38,1.88,6.34,L3,28
Potato,89.06,83.57,42.65,91.57,43.86,13.91,Iron ,37.59,426.06,1.88,6.23,L3,28
Potato,98.01,109.92,53.15,100.81,55.46,17.92,Iron ,43.95,448.59,2.95,7.05,L2,27
Potato,85.88,78.26,44.92,80.78,41.35,12.98,Iron ,36.48,445.58,1.85,6.85,L3,"
"
Potato,85.24,80.16,46.61,79.28,42.9,13.15,Iron ,35.28,402.52,2.14,6.74,L3,28
Potato,79.2,84.36,44.43,84.11,39.72,13.74,Iron ,37.4,443.25,2.15,6.95,L3,"
"
Potato,101.46,106.69,57.55,93.44,52.44,19.15,Iron ,43.07,438.22,2.81,7.02,L2,27
Potato,80.34,80.51,43.31,83.03,40.74,12.13,Iron ,35.85,437.98,1.96,6.82,L3,"
"
Potato,80.65,75.45,41.55,81.97,39.76,13.21,Iron ,33.66,393.78,1.86,6.3,L3,28
Potato,102.54,100.41,57.23,101.73,50.84,17.23,Iron ,47.41,451.51,2.98,6.38,L2,27
Potato,82.59,80.45,44.88,91.54,43.34,12.3,Iron ,35.53,447.47,1.91,6.62,L3,28
Potato,79.37,79.02,46.85,82.88,41.0,12.8,Iron ,35.28,389.05,1.97,6.51,L3,"
"
Potato,76.84,79.69,44.95,88.1,40.58,13.32,Iron ,35.69,394.9,1.96,6.12,L3,"
"
Potato,87.62,85.69,40.2,85.55,43.39,11.96,Iron ,32.62,446.09,2.03,6.77,L3,"
"
Potato,106.76,98.58,55.64,93.7,57.55,17.66,Iron ,44.17,415.55,3.0,6.95,L2,27
Potato,86.08,76.6,40.76,87.32,41.54,12.61,Iron ,37.26,434.76,1.97,6.56,L3,28
Potato,108.72,107.73,58.53,98.54,55.28,17.37,Iron ,45.06,414.16,3.1,6.51,L2,27
Potato,102.77,107.04,57.19,96.22,50.7,16.58,Iron ,46.81,449.94,3.15,6.52,L2,27
Potato,78.07,77.35,46.95,79.57,39.65,12.17,Iron ,35.13,412.76,1.89,6.58,L3,"
"
Potato,85.99,81.65,44.27,88.89,45.13,13.9,Iron ,32.52,452.71,1.87,6.67,L3,28
Potato,76.04,76.73,46.78,89.18,39.8,12.82,Iron ,33.31,438.87,2.02,6.31,L3,28
Potato,84.46,82.64,40.56,86.41,42.37,13.86,Iron ,36.43,450.11,1.97,6.11,L3,28
Potato,76.41,78.13,42.42,83.05,39.03,12.4,Iron ,32.79,388.24,2.15,6.4,L3,28
Potato,84.02,74.98,41.74,91.65,42.58,12.54,Iron ,35.53,428.76,1.85,7.11,L3,28
Potato,100.47,105.81,58.33,89.8,53.51,17.42,Iron ,46.44,481.05,3.1,6.66,L2,27
Potato,81.62,74.97,43.35,85.56,44.69,13.23,Iron ,32.83,405.01,1.98,6.82,L3,28
Potato,87.46,80.88,43.96,82.15,40.73,13.62,Iron ,36.76,401.97,2.11,6.8,L3,"
"
Potato,79.08,82.46,45.22,85.28,42.84,13.73,Iron ,34.81,426.96,2.16,6.8,L3,28
Raddish,84.09,84.06,44.1,78.83,40.99,13.24,Iron ,35.57,402.52,1.91,6.22,L3,28
Raddish,110.03,103.45,58.31,90.4,56.85,17.53,Iron ,42.02,422.53,3.23,6.51,L2,27
Raddish,85.44,78.79,45.97,88.63,42.4,13.48,Iron ,33.39,411.45,1.9,6.86,L3,28
Raddish,109.66,98.66,57.28,98.5,53.4,18.96,Iron ,44.66,475.36,3.18,6.54,L2,27
Raddish,88.58,81.69,40.27,81.45,41.66,12.05,Iron ,34.29,388.59,1.98,6.16,L3,28
Raddish,77.35,79.45,43.94,80.54,44.88,13.69,Iron ,33.45,421.41,2.13,7.07,L3,28
Raddish,79.31,87.42,42.96,87.73,43.47,12.03,Iron ,37.21,429.04,2.0,6.17,L3,28
Raddish,105.56,108.96,57.47,87.45,57.56,18.49,Iron ,46.54,424.37,3.16,6.2,L2,27
Raddish,110.34,108.27,59.74,98.62,53.16,18.97,Iron ,44.46,414.63,3.13,6.65,L2,27
Raddish,79.84,81.25,45.09,80.0,42.02,13.24,Iron ,34.49,390.77,2.04,6.33,L3,28
Raddish,87.48,82.71,46.45,89.45,41.93,13.65,Iron ,35.96,435.57,2.15,6.59,L3,28
Raddish,110.01,104.66,57.6,90.68,51.75,18.69,Iron ,47.49,479.64,3.15,6.21,L2,27
Raddish,86.67,83.94,45.69,84.1,44.49,13.42,Iron ,33.92,395.58,1.92,7.1,L3,28
Raddish,100.27,105.3,56.01,96.0,50.53,18.45,Iron ,47.65,466.41,2.77,6.94,L2,27
Raddish,80.91,75.08,44.81,89.1,39.33,12.86,Iron ,34.97,394.61,1.91,6.54,L3,28
Raddish,102.07,96.31,57.48,101.68,55.07,18.63,Iron ,43.32,468.37,3.11,5.99,L2,27
Raddish,109.29,109.77,52.54,93.07,49.88,17.19,Iron ,41.47,421.36,2.87,6.88,L2,27
Raddish,98.99,103.91,53.48,90.21,51.15,18.5,Iron ,41.91,422.73,3.23,6.42,L2,27
Raddish,78.61,79.43,40.16,78.97,44.94,13.88,Iron ,34.0,402.82,1.93,6.35,L3,28
Raddish,77.69,82.03,43.96,85.34,43.01,12.07,Iron ,34.28,443.89,1.94,6.33,L3,28
Raddish,100.52,98.81,53.59,90.31,57.85,18.88,Iron ,41.93,440.45,3.07,6.76,L2,27
Raddish,98.26,108.18,57.93,99.7,56.64,19.0,Iron ,44.99,428.21,3.03,6.88,L2,27
Raddish,83.25,83.57,40.47,85.2,39.24,12.33,Iron ,32.68,419.62,1.94,6.71,L3,28
Raddish,108.91,95.37,52.99,97.14,54.92,18.98,Iron ,42.77,482.87,3.24,6.13,L2,27
Raddish,87.76,79.61,46.95,82.61,43.51,12.05,Iron ,37.36,405.58,2.05,6.33,L3,28
Raddish,99.51,103.36,53.69,100.07,57.72,19.44,Iron ,45.74,477.11,3.13,6.78,L2,27
Raddish,88.52,77.28,40.14,89.69,40.59,13.93,Iron ,36.56,399.89,2.1,6.9,L3,28
Raddish,100.09,97.28,57.39,88.38,50.06,19.25,Iron ,46.01,434.1,2.9,6.28,L2,27
Raddish,76.84,86.01,46.45,90.75,41.96,13.97,Iron ,34.3,438.28,1.96,7.12,L3,28
Raddish,103.71,103.01,56.82,97.2,54.83,17.47,Iron ,43.68,437.62,3.18,6.03,L2,27
Raddish,87.33,75.23,44.97,81.86,38.82,12.14,Iron ,35.53,416.05,1.91,6.48,L3,28
Raddish,109.01,104.99,53.66,96.58,56.74,17.05,Iron ,47.41,448.88,3.06,6.85,L2,27
Raddish,80.43,82.27,46.49,80.07,43.31,13.7,Iron ,37.26,399.49,2.13,6.25,L3,28
Raddish,86.19,86.89,43.94,88.27,39.51,13.89,Iron ,32.99,413.0,2.0,6.77,L3,28
Raddish,85.91,80.58,43.05,82.67,42.87,12.29,Iron ,35.03,449.96,1.85,6.95,L3,28
Raddish,77.4,80.92,43.32,83.46,41.18,12.53,Iron ,33.45,390.32,2.1,6.16,L3,28
Raddish,84.09,83.58,42.62,88.18,38.81,12.34,Iron ,34.05,405.94,2.09,6.83,L3,28
Raddish,102.14,102.92,56.22,94.64,55.31,19.14,Iron ,44.75,462.37,2.99,6.89,L2,27
Raddish,109.07,105.38,53.37,96.69,51.97,19.21,Iron ,42.57,437.74,2.82,6.88,L2,27
Raddish,110.53,98.81,61.35,93.55,51.21,18.57,Iron ,42.52,418.59,2.91,6.77,L2,27
Raddish,108.66,98.24,60.44,92.24,53.64,18.95,Iron ,42.84,461.27,2.96,6.64,L2,27
Raddish,82.64,82.53,43.07,84.88,44.44,13.11,Iron ,37.36,405.1,2.15,6.36,L3,28
Raddish,76.65,75.63,41.65,78.69,43.57,13.32,Iron ,32.81,401.57,2.15,6.11,L3,28
Raddish,105.13,102.53,58.05,94.84,52.65,16.95,Iron ,42.8,426.95,3.18,6.57,L2,27
Raddish,77.26,87.34,42.41,81.03,42.37,12.25,Iron ,35.81,410.41,2.08,6.55,L3,28
Raddish,110.34,102.97,60.28,100.0,54.53,19.14,Iron ,47.22,471.33,3.06,6.37,L2,27
Raddish,84.87,78.59,41.76,78.42,40.9,12.89,Iron ,37.14,410.53,1.98,6.82,L3,28
Raddish,81.46,78.81,46.96,81.04,42.42,13.89,Iron ,34.9,439.22,2.13,6.67,L3,28
Raddish,101.02,101.64,58.0,90.02,56.72,17.47,Iron ,48.58,449.98,2.97,6.66,L2,27
Raddish,110.82,106.11,57.69,97.58,57.34,19.01,Iron ,42.58,461.29,2.99,6.07,L2,27
Raddish,110.53,101.49,57.99,96.0,52.15,17.97,Iron ,44.82,436.88,3.15,6.61,L2,27
Raddish,98.03,98.06,56.89,95.11,52.25,17.42,Iron ,48.24,468.04,3.12,6.76,L2,27
Raddish,77.01,76.59,40.59,87.61,45.08,13.54,Iron ,33.97,423.17,2.15,7.11,L3,28
Raddish,84.02,83.79,40.2,85.91,40.93,13.86,Iron ,35.07,450.83,1.9,6.39,L3,28
Raddish,80.26,78.09,43.3,82.13,40.23,12.78,Iron ,32.77,391.87,1.97,6.36,L3,28
Raddish,86.85,78.67,43.2,84.2,44.55,13.57,Iron ,34.46,448.67,2.01,6.59,L3,28
Raddish,99.86,109.41,56.98,101.89,53.68,19.18,Iron ,46.82,435.66,3.17,6.86,L2,27
Raddish,111.4,96.23,61.28,98.57,51.37,19.11,Iron ,44.18,437.84,3.11,5.99,L2,27
Raddish,103.39,96.37,52.86,100.23,54.26,16.91,Iron ,46.21,457.36,2.77,6.82,L2,27
Raddish,83.7,77.95,45.88,87.47,43.76,13.26,Iron ,34.38,450.57,1.9,7.08,L3,28
Raddish,77.87,75.42,46.07,81.92,45.23,12.35,Iron ,32.78,439.51,1.88,6.44,L3,28
Raddish,85.8,81.98,43.01,91.31,41.49,12.51,Iron ,32.25,419.92,2.04,6.63,L3,28
Raddish,105.46,97.32,55.75,101.55,51.63,18.75,Iron ,47.48,481.96,3.0,6.13,L2,27
Raddish,105.3,100.87,55.25,97.95,56.45,18.59,Iron ,45.27,436.17,3.14,6.82,L2,27
Raddish,104.71,100.12,60.83,95.88,56.6,19.26,Iron ,48.33,480.48,3.23,6.12,L2,27
Raddish,105.24,100.03,53.34,88.69,51.02,19.12,Iron ,42.08,428.74,3.04,6.3,L2,27
Raddish,109.83,97.56,58.7,90.42,51.15,16.67,Iron ,45.66,422.46,2.79,6.69,L2,27
Raddish,96.76,97.77,57.21,98.12,50.54,19.17,Iron ,41.88,456.43,2.88,6.38,L2,27
Raddish,78.39,81.84,42.99,84.22,43.38,12.4,Iron ,37.68,438.75,1.92,6.39,L3,28
Raddish,111.25,97.42,57.04,92.13,50.27,17.81,Iron ,41.79,451.35,3.16,6.59,L2,27
Raddish,77.93,84.46,44.76,83.36,39.32,12.28,Iron ,34.62,406.66,2.1,6.7,L3,28
Raddish,85.35,75.82,43.42,81.56,44.09,13.76,Iron ,33.61,424.67,2.12,6.9,L3,28
Raddish,106.29,109.17,54.25,94.78,53.49,16.99,Iron ,41.45,443.69,2.83,6.19,L2,27
Raddish,78.78,76.87,44.86,90.44,39.32,13.56,Iron ,34.9,422.94,1.87,6.99,L3,28
Raddish,101.94,106.35,60.09,93.0,56.44,18.09,Iron ,42.07,479.53,2.81,6.97,L2,27
Raddish,106.07,104.01,60.96,87.97,53.94,16.7,Iron ,44.59,449.4,3.22,6.74,L2,27
Raddish,98.19,106.59,59.83,97.54,51.62,18.33,Iron ,44.38,418.12,2.8,5.98,L2,27
Raddish,83.16,78.48,46.97,78.24,41.59,12.47,Iron ,32.2,416.61,2.05,7.05,L3,28
Raddish,112.12,100.48,60.17,94.9,55.82,17.32,Iron ,44.91,443.85,3.22,6.96,L2,27
Raddish,97.33,103.66,55.11,99.41,53.77,19.24,Iron ,42.6,432.31,3.21,6.22,L2,27
Raddish,84.6,78.2,42.39,86.01,40.57,13.34,Iron ,37.16,401.4,2.0,6.82,L3,28
Raddish,105.76,109.17,53.04,96.01,53.38,16.95,Iron ,48.56,427.71,2.94,6.75,L2,27
Raddish,81.21,80.01,45.61,90.32,42.25,13.54,Iron ,37.19,430.67,2.16,6.77,L3,28
Raddish,112.61,100.47,59.41,96.67,49.68,19.19,Iron ,45.92,485.26,2.94,6.24,L2,27
Raddish,112.03,103.06,59.53,91.35,56.95,18.42,Iron ,47.24,452.61,3.09,6.79,L2,27
Raddish,78.16,76.27,40.41,82.37,43.1,13.36,Iron ,36.49,445.91,2.06,6.26,L3,28
Raddish,86.83,87.36,41.93,88.21,45.34,12.88,Iron ,32.27,435.78,2.15,6.12,L3,28
Raddish,100.9,102.52,52.63,91.75,50.01,18.9,Iron ,44.49,432.5,3.11,6.88,L2,27
Raddish,112.77,95.01,55.73,101.72,57.12,16.76,Iron ,48.12,440.75,2.85,6.34,L2,27
Raddish,86.36,77.13,44.72,87.44,45.14,13.52,Iron ,36.25,428.95,2.13,6.1,L3,28
Raddish,104.75,96.76,59.65,89.12,56.85,16.62,Iron ,46.13,461.23,3.15,6.95,L2,27
Raddish,112.97,100.02,55.6,97.47,49.9,17.78,Iron ,42.88,466.33,3.09,6.3,L2,27
Raddish,107.47,106.07,56.49,94.53,57.07,16.89,Iron ,45.67,438.78,3.13,6.96,L2,27
Raddish,110.41,96.88,61.06,99.26,52.28,18.67,Iron ,46.1,431.78,2.99,6.39,L2,27
Raddish,105.62,100.98,59.16,89.55,52.56,18.54,Iron ,42.02,474.73,3.09,6.09,L2,27
Raddish,96.69,96.68,58.39,89.35,52.62,17.6,Iron ,46.72,437.32,3.14,6.13,L2,27
Raddish,106.91,97.45,54.62,93.3,55.43,17.06,Iron ,47.5,452.11,2.97,6.81,L2,27
Raddish,87.64,80.46,45.4,86.93,41.82,12.36,Iron ,37.72,410.37,2.09,6.14,L3,28
Raddish,76.09,85.28,41.46,89.53,43.5,13.59,Iron ,36.32,397.13,2.1,7.01,L3,28
Raddish,78.08,82.74,41.71,85.6,39.72,13.91,Iron ,32.86,409.18,1.94,6.76,L3,28
Spinach Leaves,77.9,68.87,38.99,80.65,36.08,13.97,Iron ,15.05,208.41,0.93,7.25,L2,27
Spinach Leaves,97.36,92.03,44.67,94.04,41.03,17.2,Iron ,23.08,190.79,2.11,6.9,L3,24
Spinach Leaves,80.05,73.84,38.52,89.33,35.42,13.66,Iron ,13.82,214.65,1.01,6.98,L2,27
Spinach Leaves,107.5,105.0,46.0,89.03,42.14,17.98,Iron ,24.04,204.96,2.05,6.72,L3,24
Spinach Leaves,74.6,72.65,36.58,79.37,32.29,13.21,Iron ,15.39,215.9,1.0,6.37,L2,27
Spinach Leaves,76.4,76.5,36.74,83.06,35.33,13.15,Iron ,14.8,208.53,1.06,7.03,L2,27
Spinach Leaves,71.57,72.3,37.51,90.07,36.11,13.01,Iron ,14.32,205.22,0.98,7.25,L2,27
Spinach Leaves,98.28,103.7,46.59,99.54,41.08,17.73,Iron ,26.28,202.45,1.92,6.03,L3,24
Spinach Leaves,94.25,103.79,45.25,98.4,43.71,17.69,Iron ,24.17,204.38,1.9,6.33,L3,24
Spinach Leaves,79.34,71.87,35.86,83.08,35.78,13.99,Iron ,14.35,184.11,1.05,7.02,L2,27
Spinach Leaves,94.97,104.44,42.07,90.26,42.66,17.56,Iron ,26.68,188.75,2.11,6.68,L3,24
Spinach Leaves,78.75,74.21,37.94,90.98,33.03,13.66,Iron ,16.05,193.95,1.01,6.35,L2,27
Spinach Leaves,80.28,69.07,37.89,87.72,36.79,12.52,Iron ,15.33,203.06,1.02,6.73,L2,27
Spinach Leaves,106.54,90.54,43.0,88.0,43.1,15.77,Iron ,26.68,215.74,1.84,6.11,L3,24
Spinach Leaves,77.88,71.73,39.21,80.65,32.66,13.52,Iron ,14.44,210.84,1.02,7.08,L2,27
Spinach Leaves,79.38,73.29,37.34,81.44,32.86,12.37,Iron ,15.79,203.62,0.95,6.83,L2,27
Spinach Leaves,69.24,75.72,39.3,80.35,36.78,12.26,Iron ,15.55,185.37,1.02,7.16,L2,27
